iteracao,score
2110,-4148.918035176512
2120,-4148.918035176512
2130,-4148.918035176512
2140,-4148.918035176512
2150,-4148.918035176512
2160,-4148.918035176512
2170,-4148.918035176512
2180,-4148.918035176512
1310,-4593.83131835644
1320,-4515.743068073205
1330,-4485.165039372401
1340,-4370.171288549382
1350,-4341.654004475746
1360,-4340.345013069293
1370,-4310.099042914681
1380,-4289.722628865572
1390,-4289.722628865572
1400,-4289.722628865572
1410,-4284.359486698418
1420,-4284.359486698418
1430,-4283.03758762458
1440,-4283.03758762458
1450,-4282.423451737047
1460,-4282.215494009937
1470,-4276.963633818912
1480,-4271.227567714591
1490,-4268.207387499642
1500,-4268.207387499642
1510,-4242.2649738005275
1520,-4242.2649738005275
1530,-4241.049770647198
1540,-4241.049770647198
1550,-4241.049770647198
1560,-4241.049770647198
1570,-4240.006186212632
1580,-4240.006186212632
1590,-4240.006186212632
1600,-4230.3656336485765
1610,-4230.054942873808
1620,-4230.054942873808
1630,-4230.054942873808
1640,-4230.054942873808
1650,-4220.498135112465
1660,-4220.498135112465
1670,-4220.498135112465
1680,-4220.498135112465
1690,-4220.498135112465
1700,-4220.498135112465
1710,-4220.498135112465
1720,-4220.498135112465
1730,-4220.498135112465
1740,-4220.498135112465
1410,-4532.955989965324
1420,-4506.240356579245
1430,-4481.843463870502
1440,-4445.4329723622595
1450,-4408.403079032391
1460,-4387.143694788637
1470,-4317.566369360351
1480,-4283.694270117278
1490,-4269.9333537609045
1500,-4269.9333537609045
1510,-4248.858503810681
1520,-4248.858503810681
1530,-4248.858503810681
1540,-4248.858503810681
1550,-4248.858503810681
1560,-4248.858503810681
1570,-4248.858503810681
1580,-4248.858503810681
1590,-4235.831486235475
1600,-4235.831486235475
1610,-4235.831486235475
1620,-4235.831486235475
1630,-4235.831486235475
1640,-4235.831486235475
1650,-4235.214461526335
1660,-4235.214461526335
1670,-4235.214461526335
1680,-4235.214461526335
1690,-4232.904597587066
1700,-4225.408813776662
1710,-4225.408813776662
1720,-4225.408813776662
1730,-4225.408813776662
1740,-4225.408813776662
1750,-4225.408813776662
1760,-4225.408813776662
1770,-4225.408813776662
1780,-4225.408813776662
1790,-4225.408813776662
1800,-4225.408813776662
1510,-4579.797456940062
1520,-4527.366603745612
1530,-4490.080565696169
1540,-4407.47235369961
1550,-4404.982348251817
1560,-4384.570990679329
1570,-4356.178111149116
1580,-4348.80111847985
1590,-4329.769430903156
1600,-4325.547885130064
1610,-4325.268131375305
1620,-4322.885101666738
1630,-4322.028590736227
1640,-4306.493810153789
1650,-4299.162589463337
1660,-4284.282650483094
1670,-4284.282650483094
1680,-4282.8488033715785
1690,-4277.094745292322
1700,-4275.769412186975
1710,-4272.162524612866
1720,-4270.2507872629485
1730,-4270.2507872629485
1740,-4269.286000495107
1750,-4268.931465762387
1760,-4249.904888254611
1770,-4249.904888254611
1780,-4249.904888254611
1790,-4249.904888254611
1800,-4249.904888254611
1810,-4249.904888254611
1820,-4249.904888254611
1830,-4249.904888254611
1840,-4249.904888254611
1850,-4249.904888254611
1610,-4529.855917359298
1620,-4500.522823997506
1630,-4449.652371372476
1640,-4410.015686430788
1650,-4347.325491837984
1660,-4343.25845666979
1670,-4299.843970801164
1680,-4292.876480033697
1690,-4287.58116202645
1700,-4273.969108611911
1710,-4271.8438830448085
1720,-4260.072356596043
1730,-4252.7855533355105
1740,-4252.7855533355105
1750,-4252.7855533355105
1760,-4244.541668529083
1770,-4230.24932105684
1780,-4230.24932105684
1790,-4229.178764834992
1800,-4226.751943305185
1810,-4226.051679530677
1820,-4224.340029190578
1830,-4224.340029190578
1840,-4224.340029190578
1850,-4224.144509379684
1860,-4224.144509379684
1870,-4224.144509379684
1880,-4224.144509379684
1890,-4224.144509379684
1900,-4224.144509379684
1910,-4224.144509379684
1920,-4224.144509379684
1930,-4213.3191329614065
1940,-4209.033152064833
1950,-4209.033152064833
1960,-4209.033152064833
1970,-4209.033152064833
1980,-4209.033152064833
1990,-4209.033152064833
2000,-4209.033152064833
2010,-4209.033152064833
2020,-4209.033152064833
2030,-4207.4327947076445
2040,-4207.4327947076445
2050,-4207.4327947076445
2060,-4207.4327947076445
2070,-4207.4327947076445
2080,-4207.4327947076445
2090,-4207.4327947076445
2100,-4207.4327947076445
2110,-4207.4327947076445
2120,-4207.4327947076445
1710,-4589.025126603191
1720,-4474.428133306953
1730,-4470.831059038266
1740,-4461.519693730608
1750,-4460.394366300179
1760,-4438.912492298928
1770,-4435.080008849807
1780,-4428.7103957339605
1790,-4418.874583024305
1800,-4391.11395993058
1810,-4373.585533075069
1820,-4346.5242293246
1830,-4345.218545578529
1840,-4329.79685395801
1850,-4326.306229028286
1860,-4316.954753673943
1870,-4296.466297166979
1880,-4293.419626416847
1890,-4280.086868344103
1900,-4279.624090891612
1910,-4279.624090891612
1920,-4277.634672517654
1930,-4277.2318735915605
1940,-4275.114923286269
1950,-4275.114923286269
1960,-4275.114923286269
1970,-4275.114923286269
1980,-4274.954316202304
1990,-4274.954316202304
2000,-4273.841294637222
2010,-4273.841294637222
2020,-4270.648526417363
2030,-4270.258413845177
2040,-4270.258413845177
2050,-4270.258413845177
2060,-4266.929858657616
2070,-4266.929858657616
2080,-4266.929858657616
2090,-4266.422420878228
2100,-4266.422420878228
2110,-4257.232874923676
2120,-4257.232874923676
2130,-4250.398764297598
2140,-4250.398764297598
2150,-4250.398764297598
2160,-4250.398764297598
2170,-4250.398764297598
2180,-4250.398764297598
2190,-4244.883434426137
2200,-4242.9675486797005
2210,-4242.9675486797005
2220,-4242.9675486797005
2230,-4242.9675486797005
2240,-4242.9675486797005
2250,-4242.9675486797005
2260,-4242.9675486797005
2270,-4242.9675486797005
2280,-4238.247440196599
2290,-4238.247440196599
2300,-4238.247440196599
2310,-4238.247440196599
2320,-4238.247440196599
2330,-4220.901694185521
2340,-4220.901694185521
2350,-4216.464011030124
2360,-4216.464011030124
2370,-4216.464011030124
2380,-4216.464011030124
2390,-4216.464011030124
2400,-4215.440944849095
2410,-4215.440944849095
2420,-4214.598016477949
2430,-4214.598016477949
2440,-4214.598016477949
2450,-4214.598016477949
2460,-4214.598016477949
2470,-4214.527805402464
2480,-4214.257482687421
2490,-4214.257482687421
2500,-4214.257482687421
2510,-4214.257482687421
2520,-4214.257482687421
2530,-4211.899046071193
2540,-4211.899046071193
2550,-4211.899046071193
2560,-4211.899046071193
2570,-4211.13026569577
2580,-4204.303716257395
2590,-4204.303716257395
2600,-4204.303716257395
2610,-4204.303716257395
2620,-4201.861243649427
2630,-4201.861243649427
2640,-4201.861243649427
2650,-4201.861243649427
2660,-4201.861243649427
2670,-4201.861243649427
2680,-4201.861243649427
2690,-4201.861243649427
2700,-4201.861243649427
2710,-4201.861243649427
1810,-4552.095957586783
1820,-4533.822902594042
1830,-4499.8651160736335
1840,-4436.094756107544
1850,-4401.679034927166
1860,-4384.984177080202
1870,-4364.77604705655
1880,-4342.277135055797
1890,-4320.680496844546
1900,-4311.855325827994
1910,-4303.731868434643
1920,-4303.731868434643
1930,-4301.581435568043
1940,-4295.313665913564
1950,-4295.313665913564
1960,-4288.0813550886205
1970,-4287.202165011612
1980,-4287.202165011612
1990,-4284.052020387886
2000,-4284.052020387886
2010,-4284.052020387886
2020,-4284.052020387886
2030,-4284.052020387886
2040,-4283.050335674566
2050,-4282.70158294314
2060,-4282.70158294314
2070,-4268.916673446077
2080,-4268.916673446077
2090,-4268.916673446077
2100,-4268.916673446077
2110,-4268.916673446077
2120,-4265.668486605604
2130,-4259.191470753062
2140,-4254.704009940342
2150,-4254.704009940342
2160,-4254.704009940342
2170,-4254.704009940342
2180,-4254.704009940342
2190,-4254.704009940342
2200,-4252.936760807923
2210,-4252.936760807923
2220,-4252.936760807923
2230,-4252.936760807923
2240,-4252.936760807923
2250,-4252.936760807923
2260,-4252.254869862724
2270,-4249.757418725205
2280,-4249.757418725205
2290,-4249.757418725205
2300,-4249.757418725205
2310,-4249.757418725205
2320,-4247.134477691888
2330,-4247.134477691888
2340,-4247.134477691888
2350,-4247.134477691888
2360,-4247.134477691888
2370,-4247.134477691888
2380,-4247.134477691888
2390,-4247.134477691888
2400,-4247.134477691888
2410,-4247.134477691888
1910,-4635.762860337658
1920,-4535.668665072661
1930,-4504.227468882739
1940,-4470.365836421125
1950,-4427.581353833709
